TripKey,TripNumber,dDate,Recorder,Vessel,TripData.TimeStart,TripData.TimeEnd,Camera,Beaufort,WindDirection,WindSpeed (mph),CloudPer,AirTemp (C),Surface Temp (C),20mTemp (C),Tide,Sightings?,WaveHeight (m),Gen Area,Visibility (km),SightingN,Species,GroupSize,SightingsData.TimeStart,SightingsData.TimeEnd,Latitude,Longitude,Range,Bearing,Comments
947,1,14-Sep-19,Anne Harshbarger,Atlanticat,6:00:00 AM,2:00:00 PM,Canon 60D,3,SSW,16,10,13.4,12,11.7,Flood,TRUE,1,Ballpark,2.77,2,La,,12:10:00 PM,12:12:00 PM,44.33,-67.39,1600,45,
948,1,25-Sep-19,Sarah Rappaport,Atlanticat,12:00:00 PM,3:30:00 PM,Canon 60D,1,NW,8,60,13.3,13.2,11.9,Slack,TRUE,1,Ballpark; Mount Desert Rock,2998.17,1,La,15,2:26:00 PM,3:03:00 PM,43.94,-68.18,200,230,
949,1,26-Sep-19,Sarah Rappaport,Atlanticat,12:00:00 PM,4:00:00 PM,Canon 60D,1,S,10,35,14.5,13.1,11.9,Slack,TRUE,1,Mount Desert Rock; Outer Schoodic Ridges; Ballpark,2947.71,1,Dd,10,2:10:00 AM,2:13:00 PM,44.06,-67.74,20,180,
949,1,26-Sep-19,Sarah Rappaport,Atlanticat,12:00:00 PM,4:00:00 PM,Canon 60D,1,S,10,35,14.5,13.1,11.9,Slack,TRUE,1,Mount Desert Rock; Outer Schoodic Ridges; Ballpark,2947.71,2,La,15,2:33:00 PM,2:48:00 PM,44.15,-67.83,100,125,
952,1,19-Sep-19,Anne Harshbarger,Atlanticat,12:00:00 PM,3:30:00 PM,Canon 60D,1,WSW,1,0,13.1,12.4,11.6,Flood,TRUE,0,Ballpark,2.99,2,La,,2:00:00 PM,2:16:00 PM,44.05,-67.66,400,315,
952,1,19-Sep-19,Anne Harshbarger,Atlanticat,12:00:00 PM,3:30:00 PM,Canon 60D,1,WSW,1,0,13.1,12.4,11.6,Flood,TRUE,0,Ballpark,2.99,3,La,,2:42:00 PM,2:43:00 PM,44.15,-67.85,300,135,
953,1,20-Sep-19,Anne Harshbarger,Atlanticat,12:00:00 PM,4:20:00 PM,Canon 60D,2,WSW,10,5,13.5,12.1,11.5,Flood,TRUE,0,"Ballpark, Outer Schoodic Ridges, Jones Ground",2.98,1,La,,1:20:00 PM,1:44:00 PM,44.07,-67.74,,,
954,1,22-Sep-19,Anne Harshbarger,Atlanticat,12:00:00 PM,4:00:00 PM,Canon 60D,1,SW,8,10,14.9,13.1,12.2,Flood,TRUE,0,"South of Egg Rock, MDR, Ballpark",2.96,2,La,,2:52:00 PM,3:03:00 PM,44.15,-67.82,,,
955,1,27-Sep-19,Anne Harshbarger,Atlanticat,12:00:00 PM,4:15:00 PM,Canon 60D,2,WSW,11,5,13.8,13.1,11.9,Ebb,TRUE,1,"Ballpark, Outer Schoodic ridges, Jones Ground",2.93,1,Gg,,2:40:00 PM,3:00:00 PM,44.08,-67.55,200,50,
764,1,14-Aug-18,Abby Shaughnessy,Atlanticat,8:30:00 AM,1:00:00 AM,Canon 60D,1,NE,10.4,100,14.2,13.4,11.6,Flood,TRUE,0,Ballpark,,1,La,20,11:00:00 AM,11:10:00 AM,44.12,67.83,15,120,
765,1,15-Aug-18,Abby Shaughnessy,Atlanticat,1:00:00 AM,4:30:00 AM,Canon 60D,1,SSW,5.1,100,15.4,12.4,11.5,Flood,TRUE,1,Ballpark,,2,La,20,3:30:00 AM,3:45:00 AM,44.13,67.82,7,120,
766,1,17-Aug-18,Abby Shaughnessy,Atlanticat,8:30:00 AM,1:45:00 AM,Canon 60D,1,NE,5.8,5,13.9,12.8,11.6,Slack,TRUE,1,Ballpark,,3,La,,10:10:00 AM,10:30:00 AM,44.13,67.83,,,
766,1,17-Aug-18,Abby Shaughnessy,Atlanticat,8:30:00 AM,1:45:00 AM,Canon 60D,1,NE,5.8,5,13.9,12.8,11.6,Slack,TRUE,1,Ballpark,,8,La,,12:30:00 PM,12:45:00 PM,44.26,68.35,,,
767,1,26-Aug-18,Hedda Samuelson,Atlanticat,8:30:00 AM,11:30:00 AM,Canon 60D,1,S,5.7,5,15.7,14.2,11.8,Flood,TRUE,2,Ballpark,,3,La,150,9:49:00 AM,10:38:00 AM,44.80,68.04,800,120,
767,1,26-Aug-18,Hedda Samuelson,Atlanticat,8:30:00 AM,11:30:00 AM,Canon 60D,1,S,5.7,5,15.7,14.2,11.8,Flood,TRUE,2,Ballpark,,4,Dd,10,10:36:00 AM,10:38:00 AM,44.80,68.04,1,60,
769,1,28-Aug-18,Zoe Wong,Friendship V,8:30:00 AM,12:00:00 PM,Canon 60D,2,S,8.1,50,16.6,14.4,12.2,Flood,TRUE,1,Ballpark,,1,La,40,9:19:00 AM,9:25:00 AM,44.34,67.93,0,255,
769,1,28-Aug-18,Zoe Wong,Friendship V,8:30:00 AM,12:00:00 PM,Canon 60D,2,S,8.1,50,16.6,14.4,12.2,Flood,TRUE,1,Ballpark,,2,La,20,9:34:00 AM,9:40:00 AM,44.11,67.81,1600,105,
771,2,17-Aug-18,Abby Shaughnessy,Atlanticat,2:30:00 PM,5:00:00 PM,Canon 60D,1,NE,7.6,55,13.6,13.5,11.5,Flood,TRUE,1,Ballpark,,3,La,150,3:22:00 PM,4:20:00 AM,44.05,68.13,,,
775,1,30-Aug-18,Zoe Wong,Atlanticat,8:30:00 AM,11:30:00 AM,Canon 60D,0,W,2.5,95,18.1,14.9,12,Flood,TRUE,1,Ballpark,,1,La,100,9:20:00 AM,9:30:00 AM,44.13,67.81,65,135,
775,1,30-Aug-18,Zoe Wong,Atlanticat,8:30:00 AM,11:30:00 AM,Canon 60D,0,W,2.5,95,18.1,14.9,12,Flood,TRUE,1,Ballpark,,3,La,40,9:40:00 AM,9:40:00 AM,44.13,67.82,100,70,
777,1,19-Aug-18,Abby Shaughnessy,Friendship V,8:30:00 AM,12:00:00 PM,Canon 60D,2,NNE,13.5,15,14.5,12.7,11.6,Slack,TRUE,0,Ballpark,,2,La,50,9:25:00 AM,10:30:00 AM,44.04,68.12,,,
779,1,31-Aug-18,Trevor Barclay,Friendship V,8:32:00 AM,11:30:00 AM,Canon 60D,1,N,8.1,70,14.4,13.3,12.2,Slack,TRUE,1,Ballpark,,1,La,50,9:33:00 AM,9:35:00 AM,44.12,67.80,10,150,
713,1,21-Jul-18,Hedda Samuelson,Atlanticat,1:00:00 PM,6:00:00 PM,Canon 60D,1,SE,1.8,75,13.9,13.2,10,Slack,TRUE,1,Grand Manan,,1,La,20,2:37:00 PM,,44.38,67.25,,,
715,1,22-Jul-18,Abby Shaughnessy,Atlanticat,8:30:00 AM,1:00:00 PM,Canon 60D,1,NE,7.76,100,12.9,12.6,10,Ebb,TRUE,1,East Bumps,,1,La,100,11:10:00 AM,11:30:00 AM,44.14,67.83,16,330,
716,1,20-Jul-18,Hedda Samuelson,Friendship V,1:00:00 PM,4:00:00 PM,Canon 60D,2,NE,5.3,40,14.3,16.7,10.1,Flood,TRUE,1,Mount Desert Rock,,2,La,15,2:46:00 PM,,44.04,68.05,,,
720,1,31-Jul-18,Trevor Barclay,Atlanticat,8:30:00 AM,1:00:00 PM,Canon 60D,0,SSW,3.5,100,15,12.8,11.1,Slack,TRUE,1,Ballpark,,1,La,10,10:00:00 AM,10:05:00 AM,44.18,67.83,10,270,
721,2,31-Jul-18,Trevor Barclay,Atlanticat,2:35:00 PM,6:00:00 PM,Canon 60D,2,SSW,4.6,20,15,12.8,11.1,Ebb,TRUE,1,Ballpark,,3,La,50,3:40:00 PM,4:10:00 PM,44.11,67.83,50,350,
723,1,04-Aug-18,Trevor Barclay,Friendship V,1:00:00 PM,5:00:00 AM,Canon 60D,2,SSW,12.7,100,16.7,13.9,11.1,Flood,TRUE,1,Ballpark,,1,La,10,3:30:00 PM,3:35:00 PM,44.13,67.86,15,30,
724,1,05-Aug-18,Trevor Barclay,Atlanticat,8:30:00 AM,12:00:00 PM,Canon 60D,1,SW,11.5,0,16.7,12.8,10.6,Ebb,FALSE,1,Ballpark,,2,La,50,9:50:00 AM,10:01:00 AM,44.15,67.83,150,300,
726,1,06-Aug-18,Zoe Wong,Friendship V,1:00:00 PM,4:30:00 PM,Canon 60D,2,SW,8.2,5,17.2,15.2,11.8,Flood,TRUE,0,Ballpark,,2,Pp,5,1:59:00 PM,1:59:00 PM,44.16,67.84,35,80,
729,1,08-Aug-18,Trevor Barclay,Atlanticat,8:30:00 AM,12:30:00 PM,Canon 60D,1,WSW,4.6,100,16.7,14.4,11.1,Slack,FALSE,1,Ballpark,,2,La,25,10:52:00 AM,11:10:00 AM,44.13,67.87,150,300,
730,1,07-Aug-18,Zoe Wong,Atlanticat,8:30:00 AM,1:10:00 PM,Canon 60D,1,SW,6.2,0,18.5,15.7,10.8,Ebb,TRUE,1,Ballpark,,2,Dd,6,10:30:00 AM,10:36:00 AM,44.10,-67.78,30,225,
730,1,07-Aug-18,Zoe Wong,Atlanticat,8:30:00 AM,1:10:00 PM,Canon 60D,1,SW,6.2,0,18.5,15.7,10.8,Ebb,TRUE,1,Ballpark,,6,La,50,11:49:00 AM,12:02:00 PM,44.12,67.88,400,30,
731,2,07-Aug-18,Zoe Wong,Atlanticat,2:30:00 PM,5:10:00 PM,Canon 60D,2,SSW,12.7,30,18.2,16.1,11.6,Flood,TRUE,1,Ballpark,,2,La,50,3:23:00 PM,3:23:00 PM,44.13,67.87,,340,
732,1,10-Aug-18,Zoe Wong,Atlanticat,8:30:00 AM,1:30:00 PM,Canon 60D,2,W,5.5,5,16.5,13.8,11.1,Flood,TRUE,1,"Ballpark, MDR",,1,La,200,9:38:00 AM,9:45:00 AM,44.34,67.86,0,5,
699,1,12-Jul-18,Hedda Samuelson,Friendship V,1:00:00 PM,5:57:00 PM,Canon 60D,2,SSW,5,20,14.8,13.9,9.4,Ebb,TRUE,1,Grand Manan,,1,La,50,2:36:00 PM,,44.11,67.14,,,
700,1,15-Jul-18,Hedda Samuelson,Atlanticat,8:30:00 AM,1:30:00 PM,Canon 60D,1,SE,1.9,70,13.1,12.2,10.1,Flood,TRUE,1,Grand Manan,,2,Tt,30,10:49:00 AM,,44.14,-67.11,,,
701,2,15-Jul-18,Hedda Samuelson,Atlanticat,1:33:00 PM,6:30:00 PM,Canon 60D,2,SE,1.9,70,13.9,13.1,9.5,Slack,TRUE,1,Grand Manan,,2,Tt,20,4:32:00 PM,4:46:00 PM,44.07,-67.07,500,270,
709,1,19-Jul-18,Kat Burns,Friendship V,8:30:00 AM,1:30:00 PM,Canon 60D,2,WSW,1.1,0,15.7,11,10.2,Ebb,TRUE,1,"Petit Manan, MDR, East Bumps",,1,La,50,10:30:00 AM,10:50:00 AM,43.98,67.88,150,215,
735,1,12-Aug-18,Trevor Barclay,Atlanticat,8:30:00 AM,12:00:00 PM,Canon 60D,2,NNE,8.1,100,15,15,13.9,Flood,TRUE,0,Ballpark,,1,La,10,9:55:00 AM,10:05:00 AM,44.16,67.86,25,10,
736,2,12-Aug-18,Trevor Barclay,Atlanticat,1:00:00 PM,4:40:00 PM,Canon 60D,2,NE,9.2,100,15,15,11.1,Ebb,TRUE,0,Ballpark,,2,La,25,2:22:00 PM,2:30:00 PM,44.10,67.80,1600,60,
737,1,13-Aug-18,Trevor Barclay,Atlanticat,1:00:00 PM,4:45:00 PM,Canon 60D,2,NE,6.9,100,15.6,13.3,11.1,Slack,TRUE,1,Ballpark,,4,La,30,3:23:00 PM,3:35:00 PM,44.13,67.82,800,75,
738,1,13-Aug-18,Hedda Samuelson,Atlanticat,8:30:00 AM,1:00:00 PM,Canon 60D,1,NE,7.1,80,15.5,13.8,12.1,Flood,TRUE,0,Ballpark,,1,La,75,9:59:00 AM,,44.34,68.01,500,240,
739,2,13-Aug-18,Hedda Samuelson,Atlanticat,2:36:00 PM,6:30:00 PM,Canon 60D,1,NE,9.7,70,14.7,14.2,12.1,Flood,TRUE,1,Ballpark,,2,La,150,3:29:00 PM,4:29:00 PM,44.33,67.96,,,
740,1,14-Aug-18,Hedda Samuelson,Friendship V,1:00:00 PM,4:30:00 PM,Canon 60D,1,NE,4.7,100,14.1,14.6,14.5,Slack,TRUE,2,Ballpark,,3,La,100,3:02:00 PM,3:30:00 PM,44.32,67.91,,,
967,1,24-Jun-21,Bradlie Morgan,Friendship V,1:00:00 PM,4:00:00 PM,Canon 60D,2,S,5,10,14.1,11.2,8.8,Ebb,TRUE,1,"East Bumps, Ball Park",2.90,1,Pp,1,1:49:00 PM,1:49:00 PM,44.25,-67.81,10,,
967,1,24-Jun-21,Bradlie Morgan,Friendship V,1:00:00 PM,4:00:00 PM,Canon 60D,2,S,5,10,14.1,11.2,8.8,Ebb,TRUE,1,"East Bumps, Ball Park",2.90,3,Pp,1,2:28:00 PM,2:32:00 PM,44.23,-67.70,,,
967,1,24-Jun-21,Bradlie Morgan,Friendship V,1:00:00 PM,4:00:00 PM,Canon 60D,2,S,5,10,14.1,11.2,8.8,Ebb,TRUE,1,"East Bumps, Ball Park",2.90,4,Pp,1,3:06:00 PM,3:11:00 PM,44.14,-67.83,,,
973,2,11-Jul-21,Bradlie Morgan,Friendship V,2:30:00 PM,7:15:00 PM,Canon 60D,3,SSW,6,70,15.8,13.3,11.1,Ebb,TRUE,1,Grand Manan,2.971,1,Pp,1,3:33:00 PM,3:36:00 PM,44.15,-67.69,30,,
974,1,11-Jul-21,Bradlie Morgan,Friendship V,8:50:00 AM,1:00:00 PM,Canon 60D,2,SW,5,40,14.8,13.7,10.8,Flood,TRUE,1,Schoodic Ridge,2.994,1,Pp,1,9:58:00 AM,10:00:00 AM,44.22,-67.62,,,
974,1,11-Jul-21,Bradlie Morgan,Friendship V,8:50:00 AM,1:00:00 PM,Canon 60D,2,SW,5,40,14.8,13.7,10.8,Flood,TRUE,1,Schoodic Ridge,2.994,7,Pp,3,11:15:00 AM,11:16:00 AM,44.09,-67.72,50,,
976,2,12-Jul-21,Abigail Simms,Friendship V,2:30:00 PM,7:30:00 PM,Canon 60D,2,ESE,2.6,20,14.3,12.7,10.5,Flood,TRUE,1,"East Bumps, Outer Schoodic Ridge",3,1,La,5,3:56:00 PM,4:15:00 PM,44.13,-67.64,800,310,
985,1,20-Jul-21,Abigail Simms,Friendship V,8:30:00 AM,1:30:00 PM,Canon 60D,2,W,2.2,30,13.1,11.8,10.4,Flood,TRUE,1,"Ballpark, Grand Manan Banks",0.7,3,La,100,10:51:00 AM,11:16:00 AM,44.11,-67.14,3,,
670,2,01-Jul-18,Trevor Barclay,Atlanticat,1:00:00 PM,6:30:00 PM,Canon 60D,1,W,4.7,40,16.7,12.8,8.9,Flood,TRUE,1,Grand Manan,,2,Pp,1,3:07:00 PM,4:10:00 PM,44.37,68.15,100,40,
672,1,04-Jul-18,Trevor Barclay,Atlanticat,8:30:00 AM,12:00:00 PM,Canon 60D,0,NNW,3.5,20,17.2,11.1,0,Ebb,FALSE,1,Grand Manan,,1,Pp,3,9:44:00 AM,9:47:00 AM,44.27,67.69,,,
679,1,05-Jul-18,Abby Shaughnessy,Atlanticat,8:30:00 AM,1:30:00 PM,Canon 60D,1,SW,7.8,20,13.8,10.3,8.9,Ebb,TRUE,1,Grand Manan/ Southwest Bank,,3,La,25,11:25:00 AM,11:33:00 AM,44.18,-67.10,50,115,
682,1,11-Jul-18,Trevor Barclay,Friendship V,1:00:00 PM,6:00:00 PM,Canon 60D,,NE,8.1,10,15.6,12.5,10,Ebb,FALSE,1,Grand Manan,,6,La,30,4:30:00 PM,4:50:00 PM,44.18,67.35,5,10,
685,1,12-Jul-18,Zoe Wong,Atlanticat,8:30:00 AM,1:30:00 PM,Canon 60D,3,N,6.7,10,14.9,12.9,9.9,Flood,TRUE,1,Grand Manan,,6,La,25,11:28:00 AM,11:48:00 AM,44.16,-67.08,50,,
686,2,12-Jul-18,Zoe Wong,Atlanticat,2:30:00 PM,7:30:00 PM,Canon 60D,1,SSW,4.5,30,16.4,15.7,9.9,Ebb,TRUE,1,Grand Manan,,1,La,25,4:12:00 PM,4:12:00 PM,44.19,67.35,800,215,
1044,1,03-Sep-21,Abigail Simms,Friendship V,2:30:00 PM,7:30:00 PM,Canon 60D,1,W,4.1,80,16,13.8,12.9,Slack,TRUE,1,Grand Manan Banks,3,1,La,30,4:17:00 PM,4:21:00 PM,44.14,-67.15,100,240,
1047,1,08-Sep-21,Bradlie Morgan,Friendship V,11:00:00 AM,3:30:00 PM,Canon 60D,2,S,11,30,15.8,14.3,12.9,Slack,FALSE,1,"Ball park, Outer Schoodic Ridges, East Bumps",2.965,1,Pp,8,2:50:00 PM,3:00:00 PM,44.32,38.04,20,270,
1055,1,28-Sep-21,Bradlie Morgan,Friendship V,11:00:00 AM,2:30:00 PM,Canon 60D,2,NE,3,100,14.5,14.1,13,Ebb,FALSE,1,Great Duck Island and area southwest of Great Duck Island,2.99,1,La,20,1:04:00 PM,1:25:00 PM,44.12,-68.32,20,0,
1056,1,29-Sep-21,Helene Bartsch,Friendship V,11:00:00 AM,5:00:00 PM,Canon 60D,3,N,6,50,15,14.1,13.1,Slack,TRUE,1,Grand Manan Banks - North East Bank,2.994,1,La,75,12:10:00 PM,12:21:00 PM,44.21,-67.64,150,15,
1060,1,04-Oct-21,Helene Bartsch,Friendship V,11:00:00 AM,4:00:00 PM,Canon 60D,2,ENE,9,15,11.7,13.5,13,Slack,TRUE,0,Grand Manan Banks - Northeast Bank,2.683,2,La,300,1:35:00 PM,1:42:00 PM,44.30,-67.01,150,60,
1063,1,05-Oct-21,Bradlie Morgan,Friendship V,11:00:00 AM,4:20:00 PM,Canon 60D,1,NE,8,20,13,13.2,13.1,Ebb,TRUE,0,"Grand Manan Banks, Northeast Bank",2.99,1,La,10,12:49:00 PM,12:55:00 PM,44.30,-67.14,30,200,
805,1,04-Oct-18,Abby Shaughnessy,Atlanticat,12:00:00 PM,4:00:00 PM,Canon 60D,2,SW,11.9,95,12.3,12.8,12.5,Ebb,TRUE,1,Mount Desert Rock,,2,La,50,1:12:00 PM,1:17:00 PM,44.00,68.11,50,240,
834,2,10-Jul-19,Sarah Rappaport,Friendship V,1:00:00 PM,6:20:00 PM,Canon 60D,1,ESE,4,75,14.4,10.7,9.2,Ebb,TRUE,0,Grand Manan,2.99817,6,Dd,25,3:48:00 AM,3:55:00 AM,44.12,-67.10,1600,270,
841,2,23-Jul-19,Sarah Rappaport,Friendship V,1:00:00 PM,6:30:00 PM,Canon 60D,1,NE,4,60,14.6,12.7,9.3,Flood,TRUE,1,Grand Manan,2.91047,5,La,50,5:50:00 PM,6:00:00 PM,44.23,67.58,100,230,
844,2,24-Jul-19,Sarah Rappaport,Friendship V,1:00:00 PM,6:15:00 PM,Canon 60D,2,SW,5,60,13.7,12.1,10,Flood,TRUE,1,Grand Manan,2.87322,5,La,50,4:25:00 PM,4:30:00 PM,44.07,67.13,600,200,
692,1,09-Jul-18,Hedda Samuelson,Atlanticat,8:30:00 AM,1:30:00 PM,Canon 60D,2,SE,9.2,0,13.6,13.9,9.3,Ebb,TRUE,1,Grand Manan,,3,La,5,11:51:00 AM,11:58:00 AM,44.16,67.22,,,
694,1,13-Jul-18,Trevor Barclay,Atlanticat,8:30:00 AM,1:45:00 PM,Canon 60D,1,NW,9.2,10,13.3,12.2,0,Flood,FALSE,2,Grand Manan,,1,La,2,10:42:00 AM,10:45:00 AM,44.18,67.17,20,90,
694,1,13-Jul-18,Trevor Barclay,Atlanticat,8:30:00 AM,1:45:00 PM,Canon 60D,1,NW,9.2,10,13.3,12.2,0,Flood,FALSE,2,Grand Manan,,4,La,200,12:39:00 PM,12:46:00 PM,44.23,67.58,5,90,
696,1,14-Jul-18,Zoe Wong,Friendship V,1:00:00 PM,5:30:00 PM,Canon 60D,0,NNE,4.5,60,13.2,13.5,9.9,Ebb,TRUE,1,Grand Manan,,2,La,100,2:16:00 PM,2:20:00 PM,44.19,67.43,0,300,
696,1,14-Jul-18,Zoe Wong,Friendship V,1:00:00 PM,5:30:00 PM,Canon 60D,0,NNE,4.5,60,13.2,13.5,9.9,Ebb,TRUE,1,Grand Manan,,9,La,50,3:55:00 PM,3:58:00 PM,44.17,67.36,200,210,
743,1,01-Aug-18,Abby Shaughnessy,Atlanticat,8:30:00 AM,1:00:00 AM,Canon 60D,1,SSW,4.3,75,13.4,12.5,10.6,Flood,TRUE,1,Ballpark,,1,La,50,9:40:00 AM,9:50:00 AM,44.14,67.82,10,240,
744,1,16-Aug-18,Hedda Samuelson,Atlanticat,8:30:00 AM,12:00:00 PM,Canon 60D,1,SW,4.5,90,15.1,13.2,11.9,Ebb,TRUE,2,Ballpark,,2,La,100,10:05:00 AM,11:04:00 AM,44.14,68.00,500,150,
746,1,16-Aug-18,Francesca Gundrum,Friendship V,1:05:00 PM,,Canon 60D,,SW,6,40,15.6,12.8,52,Flood,TRUE,,Ballpark,,,La,15,2:07:00 PM,2:45:00 PM,44.20,68.02,,,
747,1,17-Aug-18,Trevor Barclay,Friendship V,1:00:00 PM,4:30:00 PM,Canon 60D,,SE,4.6,40,15.6,13.3,11.1,,TRUE,4,Mount Desert Rock,,4,La,20,2:30:00 PM,2:56:00 PM,44.03,68.12,100,90,
751,3,21-Aug-18,Hedda Samuelson,Friendship V,4:30:00 PM,7:30:00 PM,Canon 60D,1,NE,2.4,0,17.2,14.7,11.3,Flood,TRUE,2,Ballpark,,2,La,75,5:39:00 PM,6:07:00 PM,44.36,67.92,50,315,
752,1,31-Jul-18,Kat Burns,Friendship V,1:00:00 PM,5:30:00 PM,Canon 60D,1,SW,6.4,60,16.2,12.9,10.8,Flood,TRUE,1,Ballpark,,4,La,50,3:04:00 PM,3:25:00 PM,44.09,67.82,50,125,
754,1,07-Aug-18,Kat Burns,Friendship V,1:00:00 PM,5:30:00 PM,Canon 60D,2,SW,10.3,60,18.1,16.2,10.9,Flood,TRUE,1,Ballpark,,1,La,50,1:50:00 PM,2:05:00 PM,44.14,67.87,20,115,
758,1,20-Aug-18,Kat Burns,Friendship V,8:30:00 AM,11:45:00 PM,Canon 60D,2,NE,7.8,30,14.3,12.6,11.7,Ebb,TRUE,1,Mount Desert Rock,,2,La,30,9:31:00 AM,9:40:00 AM,43.97,67.12,30,110,
782,1,01-Sep-18,Zoe Wong,Atlanticat,1:00:00 PM,4:00:00 PM,Canon 60D,0,NNE,1.2,0,17,15,12,Flood,TRUE,0,Ballpark,,1,La,150,1:49:00 PM,1:56:00 PM,44.17,67.90,500,180,
783,2,01-Sep-18,Hedda Samuelson,Atlanticat,4:30:00 PM,7:30:00 PM,Canon 60D,1,NE,0.9,0,18.8,14.3,12.4,Ebb,TRUE,1,Ballpark,,2,La,100,6:20:00 PM,6:36:00 PM,44.25,68.01,300,120,
789,1,30-Aug-18,Abby Shaughnessy,Friendship V,2:30:00 PM,6:00:00 PM,Canon 60D,1,NNW,6.2,40,17.4,14.9,11.9,Ebb,TRUE,1,Ballpark,,1,La,50,3:20:00 PM,3:30:00 PM,44.13,67.81,30,210,
790,1,08-Sep-18,Zoe Wong,Atlanticat,12:00:00 PM,3:45:00 PM,Canon 60D,2,NE,2.5,25,15.4,13.8,12.3,Ebb,TRUE,1,Ballpark,,5,La,200,2:12:00 PM,2:38:00 PM,44.12,67.84,400,25,
793,2,02-Sep-18,Abby Shaughnessy,Atlanticat,4:30:00 PM,7:45:00 PM,Canon 60D,1,SSW,7.1,95,16.3,13.6,12.1,Ebb,TRUE,1,Ballpark,,1,La,100,5:21:00 PM,5:35:00 PM,44.17,67.88,10,300,
661,1,23-Jun-18,Zoe Wong,Friendship V,8:30:00 AM,12:50:00 PM,Canon 60D,0,E,4.3,100,11.4,9.4,8,Ebb,TRUE,0,"East Bumps, Ballpark",,2,Pp,2,11:28:00 AM,11:29:00 AM,44.02,67.90,30,,
794,1,05-Sep-18,Abby Shaughnessy,Atlanticat,12:00:00 PM,3:30:00 PM,Canon 60D,1,E,2.9,20,16.3,14.4,12.5,Flood,TRUE,0,Ballpark,,2,La,50,1:00:00 PM,1:10:00 PM,44.13,67.81,800,150,
795,1,02-Sep-18,Abby Shaughnessy,Atlanticat,12:00:00 PM,3:30:00 PM,Canon 60D,0,NNE,8.8,75,15,14.6,12.5,Ebb,TRUE,0,Ballpark,,2,La,50,12:55:00 PM,1:50:00 PM,44.13,67.81,15,210,
796,1,15-Sep-18,Hedda Samuelson,Atlanticat,6:00:00 AM,2:30:00 PM,Canon 60D,2,SW,7.8,75,13.9,14.6,0,Ebb,TRUE,4,Grand Manan,,2,Dd,50,11:50:00 AM,,44.08,67.37,5,210,
796,1,15-Sep-18,Hedda Samuelson,Atlanticat,6:00:00 AM,2:30:00 PM,Canon 60D,2,SW,7.8,75,13.9,14.6,0,Ebb,TRUE,4,Grand Manan,,3,Dd,20,1:15:00 PM,1:22:00 PM,43.99,67.88,300,300,
797,1,14-Sep-18,Abby Shaughnessy,Atlanticat,12:00:00 PM,4:15:00 PM,Canon 60D,1,NE,2.9,5,15.2,13.3,12.2,Flood,TRUE,2,Mount Desert Rock,,1,La,100,2:33:00 PM,2:40:00 PM,43.96,68.13,800,35,
798,1,17-Sep-18,Zoe Wong,Atlanticat,12:00:00 PM,4:30:00 PM,Canon 60D,3,SW,12.2,0,15.9,14.3,12.3,Slack,TRUE,0,Mount Desert Rock,,2,La,50,2:51:00 PM,3:00:00 PM,44.99,68.11,300,75,
803,1,29-Sep-18,Hedda Samuelson,Atlanticat,12:00:00 PM,4:00:00 PM,Canon 60D,2,NNE,9.9,30,15.4,13.8,12.6,Slack,TRUE,1,Mount Desert Rock,,1,La,100,1:10:00 PM,1:40:00 PM,43.99,68.12,100,210,
867,1,04-Aug-19,Nicole Pegg,Atlanticat,8:30:00 AM,2:00:00 PM,Canon 60D,1,NE,4,95,14.2,11.5,9.9,Flood,TRUE,1,"Ballpark, Grand Manan Banks",2.49718,2,La,150,10:22:00 AM,10:33:00 AM,44.12,-67.44,60,,
867,1,04-Aug-19,Nicole Pegg,Atlanticat,8:30:00 AM,2:00:00 PM,Canon 60D,1,NE,4,95,14.2,11.5,9.9,Flood,TRUE,1,"Ballpark, Grand Manan Banks",2.49718,4,La,70,11:03:00 AM,11:06:00 AM,44.13,-67.17,90,,
871,2,06-Aug-19,Brooke Davis,Atlanticat,2:30:00 PM,7:00:00 PM,Canon 60D,2,SSE,3.4,80,14.7,13.5,0,Slack,TRUE,1,Grand Manan Banks,2.95973,1,La,50,4:19:00 PM,4:24:00 PM,44.10,67.19,200,20,
871,2,06-Aug-19,Brooke Davis,Atlanticat,2:30:00 PM,7:00:00 PM,Canon 60D,2,SSE,3.4,80,14.7,13.5,0,Slack,TRUE,1,Grand Manan Banks,2.95973,3,La,50,4:52:00 PM,5:15:00 PM,44.09,67.17,100,240,
